Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
01.03.2021 00:00;01.03.2021 01:00;47.857,25;50.104,50;2.247,25;43.457,25
01.03.2021 01:00;01.03.2021 02:00;46.619,25;48.432,25;1.813,00;42.530,25
01.03.2021 02:00;01.03.2021 03:00;46.391,50;49.743,00;3.351,50;42.560,50
01.03.2021 03:00;01.03.2021 04:00;46.883,50;49.016,25;2.132,75;43.414,75
01.03.2021 04:00;01.03.2021 05:00;48.725,75;50.633,50;1.907,75;45.293,50
01.03.2021 05:00;01.03.2021 06:00;52.685,25;53.316,50;631,25;49.218,25
01.03.2021 06:00;01.03.2021 07:00;60.772,25;60.851,75;79,50;57.281,25
01.03.2021 07:00;01.03.2021 08:00;66.481,25;66.485,25;4,00;61.920,75
01.03.2021 08:00;01.03.2021 09:00;69.225,75;69.230,25;4,50;60.366,50
01.03.2021 09:00;01.03.2021 10:00;69.804,50;69.868,00;63,50;56.111,00
01.03.2021 10:00;01.03.2021 11:00;70.420,25;70.440,75;20,50;52.570,75
01.03.2021 11:00;01.03.2021 12:00;70.779,25;71.988,75;1.209,50;49.536,25
01.03.2021 12:00;01.03.2021 13:00;70.661,25;73.774,00;3.112,75;46.873,00
01.03.2021 13:00;01.03.2021 14:00;68.959,25;72.146,25;3.187,00;44.352,75
01.03.2021 14:00;01.03.2021 15:00;67.161,00;69.526,00;2.365,00;44.430,25
01.03.2021 15:00;01.03.2021 16:00;65.874,75;67.502,25;1.627,50;48.145,50
01.03.2021 16:00;01.03.2021 17:00;65.067,50;65.487,50;420,00;54.589,00
01.03.2021 17:00;01.03.2021 18:00;66.788,00;67.033,75;245,75;62.301,75
01.03.2021 18:00;01.03.2021 19:00;70.454,75;70.495,00;40,25;65.776,00
01.03.2021 19:00;01.03.2021 20:00;70.470,50;70.482,50;12,00;64.056,00
01.03.2021 20:00;01.03.2021 21:00;66.605,00;66.663,25;58,25;59.392,25
01.03.2021 21:00;01.03.2021 22:00;62.998,75;63.141,50;142,75;55.594,00
01.03.2021 22:00;01.03.2021 23:00;59.803,00;60.452,50;649,50;52.238,25
01.03.2021 23:00;02.03.2021 00:00;56.017,50;58.615,25;2.597,75;48.507,50
02.03.2021 00:00;02.03.2021 01:00;52.886,75;56.235,00;3.348,25;45.663,50
02.03.2021 01:00;02.03.2021 02:00;51.375,75;55.865,25;4.489,50;44.548,25
02.03.2021 02:00;02.03.2021 03:00;50.400,75;54.468,00;4.067,25;44.066,25
02.03.2021 03:00;02.03.2021 04:00;50.927,50;54.860,00;3.932,50;45.084,50
02.03.2021 04:00;02.03.2021 05:00;52.524,25;55.641,75;3.117,50;46.941,00
02.03.2021 05:00;02.03.2021 06:00;55.913,50;56.700,25;786,75;50.589,00
02.03.2021 06:00;02.03.2021 07:00;62.735,00;63.164,50;429,50;57.656,75
02.03.2021 07:00;02.03.2021 08:00;67.417,50;67.423,00;5,50;61.226,75
02.03.2021 08:00;02.03.2021 09:00;69.729,00;69.748,25;19,25;58.318,25
02.03.2021 09:00;02.03.2021 10:00;70.086,75;70.215,75;129,00;52.435,00
02.03.2021 10:00;02.03.2021 11:00;70.366,75;70.768,00;401,25;47.783,50
02.03.2021 11:00;02.03.2021 12:00;70.463,50;71.878,50;1.415,00;44.158,00
02.03.2021 12:00;02.03.2021 13:00;69.607,50;72.492,50;2.885,00;41.173,75
02.03.2021 13:00;02.03.2021 14:00;67.987,25;71.018,75;3.031,50;39.311,50
02.03.2021 14:00;02.03.2021 15:00;66.100,25;68.240,75;2.140,50;40.864,00
02.03.2021 15:00;02.03.2021 16:00;64.924,50;65.938,75;1.014,25;46.131,25
02.03.2021 16:00;02.03.2021 17:00;63.627,25;64.216,25;589,00;53.133,50
02.03.2021 17:00;02.03.2021 18:00;65.316,75;65.450,25;133,50;61.469,25
02.03.2021 18:00;02.03.2021 19:00;69.177,50;69.181,00;3,50;65.800,50
02.03.2021 19:00;02.03.2021 20:00;69.389,50;69.391,00;1,50;64.869,00
02.03.2021 20:00;02.03.2021 21:00;65.716,75;65.752,00;35,25;60.631,25
02.03.2021 21:00;02.03.2021 22:00;61.873,75;62.192,50;318,75;56.649,75
02.03.2021 22:00;02.03.2021 23:00;58.776,00;59.205,50;429,50;54.082,75
02.03.2021 23:00;03.03.2021 00:00;55.200,00;55.770,75;570,75;50.976,00
03.03.2021 00:00;03.03.2021 01:00;52.056,00;53.258,50;1.202,50;48.210,50
03.03.2021 01:00;03.03.2021 02:00;50.505,00;52.840,25;2.335,25;46.924,25
03.03.2021 02:00;03.03.2021 03:00;49.820,00;52.643,75;2.823,75;46.350,75
03.03.2021 03:00;03.03.2021 04:00;50.376,50;53.028,00;2.651,50;46.802,25
03.03.2021 04:00;03.03.2021 05:00;52.259,25;53.520,00;1.260,75;48.388,00
03.03.2021 05:00;03.03.2021 06:00;55.918,75;56.635,75;717,00;51.732,00
03.03.2021 06:00;03.03.2021 07:00;62.930,50;63.499,75;569,25;58.581,00
03.03.2021 07:00;03.03.2021 08:00;68.181,00;68.193,25;12,25;62.449,25
03.03.2021 08:00;03.03.2021 09:00;70.879,50;70.884,25;4,75;60.469,50
03.03.2021 09:00;03.03.2021 10:00;70.725,50;70.734,25;8,75;55.348,50
03.03.2021 10:00;03.03.2021 11:00;70.587,25;70.701,50;114,25;51.971,50
03.03.2021 11:00;03.03.2021 12:00;70.834,75;71.097,75;263,00;50.307,00
03.03.2021 12:00;03.03.2021 13:00;70.162,75;70.734,75;572,00;48.914,00
03.03.2021 13:00;03.03.2021 14:00;68.894,00;71.534,00;2.640,00;48.337,25
03.03.2021 14:00;03.03.2021 15:00;67.508,00;68.499,50;991,50;49.125,50
03.03.2021 15:00;03.03.2021 16:00;66.388,00;67.053,00;665,00;51.661,75
03.03.2021 16:00;03.03.2021 17:00;65.442,00;66.372,25;930,25;54.829,00
03.03.2021 17:00;03.03.2021 18:00;66.878,25;66.908,25;30,00;58.322,00
03.03.2021 18:00;03.03.2021 19:00;70.445,50;70.511,75;66,25;59.952,25
03.03.2021 19:00;03.03.2021 20:00;70.569,50;70.800,50;231,00;58.261,00
03.03.2021 20:00;03.03.2021 21:00;66.960,25;67.249,00;288,75;53.868,50
03.03.2021 21:00;03.03.2021 22:00;63.460,75;64.244,00;783,25;50.203,25
03.03.2021 22:00;03.03.2021 23:00;60.355,50;61.329,00;973,50;47.431,75
03.03.2021 23:00;04.03.2021 00:00;56.416,25;58.280,00;1.863,75;43.654,75
04.03.2021 00:00;04.03.2021 01:00;53.211,00;56.225,75;3.014,75;40.793,75
04.03.2021 01:00;04.03.2021 02:00;51.729,25;55.963,00;4.233,75;39.689,75
04.03.2021 02:00;04.03.2021 03:00;50.813,25;55.578,00;4.764,75;39.239,00
04.03.2021 03:00;04.03.2021 04:00;51.189,75;55.923,75;4.734,00;39.927,50
04.03.2021 04:00;04.03.2021 05:00;52.246,50;56.549,25;4.302,75;41.265,25
04.03.2021 05:00;04.03.2021 06:00;55.495,75;57.293,00;1.797,25;45.164,25
04.03.2021 06:00;04.03.2021 07:00;61.764,75;62.131,50;366,75;52.028,00
04.03.2021 07:00;04.03.2021 08:00;67.115,25;67.142,75;27,50;57.572,50
04.03.2021 08:00;04.03.2021 09:00;69.791,25;69.796,00;4,75;58.151,50
04.03.2021 09:00;04.03.2021 10:00;70.047,75;70.064,50;16,75;55.446,50
04.03.2021 10:00;04.03.2021 11:00;70.632,25;70.822,50;190,25;53.255,75
04.03.2021 11:00;04.03.2021 12:00;71.687,75;71.713,75;26,00;53.354,75
04.03.2021 12:00;04.03.2021 13:00;71.497,75;71.718,75;221,00;52.788,25
04.03.2021 13:00;04.03.2021 14:00;70.134,25;70.345,50;211,25;51.893,25
04.03.2021 14:00;04.03.2021 15:00;69.491,50;69.962,00;470,50;53.066,25
04.03.2021 15:00;04.03.2021 16:00;68.881,00;68.901,75;20,75;54.372,00
04.03.2021 16:00;04.03.2021 17:00;68.068,00;68.285,50;217,50;56.100,25
04.03.2021 17:00;04.03.2021 18:00;68.480,25;68.750,00;269,75;58.339,25
04.03.2021 18:00;04.03.2021 19:00;70.763,50;70.763,50;0,00;60.811,00
04.03.2021 19:00;04.03.2021 20:00;70.105,00;70.301,75;196,75;58.804,75
04.03.2021 20:00;04.03.2021 21:00;66.531,75;67.359,25;827,50;53.918,00
04.03.2021 21:00;04.03.2021 22:00;62.942,00;63.733,00;791,00;49.314,75
04.03.2021 22:00;04.03.2021 23:00;59.943,00;60.959,25;1.016,25;46.601,75
04.03.2021 23:00;05.03.2021 00:00;56.057,25;57.836,00;1.778,75;42.826,00
05.03.2021 00:00;05.03.2021 01:00;53.250,50;55.853,50;2.603,00;40.992,00
05.03.2021 01:00;05.03.2021 02:00;51.700,50;55.501,50;3.801,00;40.119,25
05.03.2021 02:00;05.03.2021 03:00;50.690,00;54.792,00;4.102,00;39.619,75
05.03.2021 03:00;05.03.2021 04:00;50.829,50;54.847,75;4.018,25;40.977,25
05.03.2021 04:00;05.03.2021 05:00;52.013,25;55.872,50;3.859,25;43.194,50
05.03.2021 05:00;05.03.2021 06:00;55.678,75;56.859,25;1.180,50;47.169,25
05.03.2021 06:00;05.03.2021 07:00;62.159,25;62.522,50;363,25;54.033,75
05.03.2021 07:00;05.03.2021 08:00;67.266,75;67.473,75;207,00;59.247,25
05.03.2021 08:00;05.03.2021 09:00;70.073,00;70.078,00;5,00;59.524,25
05.03.2021 09:00;05.03.2021 10:00;71.067,50;71.109,25;41,75;56.172,00
05.03.2021 10:00;05.03.2021 11:00;71.573,50;71.635,50;62,00;51.526,00
05.03.2021 11:00;05.03.2021 12:00;72.353,75;72.471,75;118,00;48.630,75
05.03.2021 12:00;05.03.2021 13:00;71.521,50;71.661,50;140,00;47.174,25
05.03.2021 13:00;05.03.2021 14:00;69.782,00;69.925,75;143,75;46.578,25
05.03.2021 14:00;05.03.2021 15:00;68.274,25;68.360,75;86,50;47.236,50
05.03.2021 15:00;05.03.2021 16:00;67.004,50;67.196,00;191,50;48.777,25
05.03.2021 16:00;05.03.2021 17:00;66.378,75;67.073,00;694,25;52.860,25
05.03.2021 17:00;05.03.2021 18:00;66.883,75;67.192,75;309,00;58.992,50
05.03.2021 18:00;05.03.2021 19:00;69.692,75;69.692,75;0,00;62.995,00
05.03.2021 19:00;05.03.2021 20:00;69.694,00;69.751,75;57,75;62.208,75
05.03.2021 20:00;05.03.2021 21:00;65.397,75;65.857,25;459,50;57.389,50
05.03.2021 21:00;05.03.2021 22:00;61.274,00;61.783,25;509,25;53.506,50
05.03.2021 22:00;05.03.2021 23:00;58.693,25;59.342,75;649,50;51.324,50
05.03.2021 23:00;06.03.2021 00:00;55.218,00;55.755,75;537,75;48.040,00
06.03.2021 00:00;06.03.2021 01:00;52.381,00;52.674,75;293,75;45.491,50
06.03.2021 01:00;06.03.2021 02:00;50.375,25;50.832,00;456,75;42.843,50
06.03.2021 02:00;06.03.2021 03:00;49.455,25;50.445,50;990,25;40.825,75
06.03.2021 03:00;06.03.2021 04:00;49.212,00;50.304,50;1.092,50;39.616,50
06.03.2021 04:00;06.03.2021 05:00;49.450,00;50.525,00;1.075,00;38.856,50
06.03.2021 05:00;06.03.2021 06:00;49.564,50;49.862,50;298,00;38.678,25
06.03.2021 06:00;06.03.2021 07:00;50.368,75;50.427,25;58,50;39.163,25
06.03.2021 07:00;06.03.2021 08:00;52.917,25;52.977,50;60,25;39.367,50
06.03.2021 08:00;06.03.2021 09:00;56.344,25;56.585,00;240,75;36.948,50
06.03.2021 09:00;06.03.2021 10:00;58.806,50;59.281,00;474,50;33.305,25
06.03.2021 10:00;06.03.2021 11:00;60.101,00;61.427,00;1.326,00;28.352,75
06.03.2021 11:00;06.03.2021 12:00;61.024,50;64.185,75;3.161,25;25.671,25
06.03.2021 12:00;06.03.2021 13:00;60.317,25;64.657,25;4.340,00;23.803,75
06.03.2021 13:00;06.03.2021 14:00;58.214,25;62.849,75;4.635,50;22.809,75
06.03.2021 14:00;06.03.2021 15:00;56.684,00;61.281,00;4.597,00;24.377,25
06.03.2021 15:00;06.03.2021 16:00;55.300,75;57.947,00;2.646,25;28.376,75
06.03.2021 16:00;06.03.2021 17:00;55.068,50;56.029,00;960,50;35.248,00
06.03.2021 17:00;06.03.2021 18:00;57.514,00;57.925,25;411,25;43.993,00
06.03.2021 18:00;06.03.2021 19:00;61.423,50;61.432,50;9,00;48.984,50
06.03.2021 19:00;06.03.2021 20:00;61.523,25;61.593,75;70,50;47.957,25
06.03.2021 20:00;06.03.2021 21:00;58.243,00;58.412,75;169,75;43.366,50
06.03.2021 21:00;06.03.2021 22:00;55.909,50;56.159,25;249,75;40.671,75
06.03.2021 22:00;06.03.2021 23:00;54.824,25;55.137,50;313,25;39.422,75
06.03.2021 23:00;07.03.2021 00:00;52.424,50;53.105,25;680,75;37.068,00
07.03.2021 00:00;07.03.2021 01:00;49.664,50;51.002,00;1.337,50;33.639,00
07.03.2021 01:00;07.03.2021 02:00;48.057,00;48.834,00;777,00;31.873,00
07.03.2021 02:00;07.03.2021 03:00;46.762,75;48.841,25;2.078,50;30.969,50
07.03.2021 03:00;07.03.2021 04:00;46.414,00;48.264,00;1.850,00;31.135,75
07.03.2021 04:00;07.03.2021 05:00;46.773,75;48.234,50;1.460,75;31.626,00
07.03.2021 05:00;07.03.2021 06:00;47.051,25;47.832,00;780,75;31.234,00
07.03.2021 06:00;07.03.2021 07:00;46.720,25;47.435,75;715,50;31.032,00
07.03.2021 07:00;07.03.2021 08:00;47.980,75;48.416,00;435,25;30.387,00
07.03.2021 08:00;07.03.2021 09:00;51.534,50;53.004,50;1.470,00;28.049,75
07.03.2021 09:00;07.03.2021 10:00;55.169,00;57.370,50;2.201,50;24.569,75
07.03.2021 10:00;07.03.2021 11:00;57.210,50;60.670,50;3.460,00;21.685,25
07.03.2021 11:00;07.03.2021 12:00;59.322,25;62.490,50;3.168,25;21.124,75
07.03.2021 12:00;07.03.2021 13:00;58.905,00;63.377,00;4.472,00;19.465,50
07.03.2021 13:00;07.03.2021 14:00;56.182,25;61.235,25;5.053,00;17.896,25
07.03.2021 14:00;07.03.2021 15:00;54.078,25;58.250,25;4.172,00;19.124,25
07.03.2021 15:00;07.03.2021 16:00;52.042,25;55.659,75;3.617,50;22.541,50
07.03.2021 16:00;07.03.2021 17:00;52.601,00;53.882,75;1.281,75;30.255,50
07.03.2021 17:00;07.03.2021 18:00;55.813,25;56.612,00;798,75;39.897,00
07.03.2021 18:00;07.03.2021 19:00;59.605,75;59.939,25;333,50;46.832,75
07.03.2021 19:00;07.03.2021 20:00;59.501,25;59.587,25;86,00;47.519,00
07.03.2021 20:00;07.03.2021 21:00;56.230,00;56.540,75;310,75;44.807,00
07.03.2021 21:00;07.03.2021 22:00;54.757,00;55.105,25;348,25;43.979,25
07.03.2021 22:00;07.03.2021 23:00;54.389,50;54.494,50;105,00;44.626,25
07.03.2021 23:00;08.03.2021 00:00;51.683,50;52.454,50;771,00;42.910,25
08.03.2021 00:00;08.03.2021 01:00;49.507,50;51.589,50;2.082,00;42.025,25
08.03.2021 01:00;08.03.2021 02:00;48.069,75;49.651,25;1.581,50;41.954,00
08.03.2021 02:00;08.03.2021 03:00;47.374,00;49.454,25;2.080,25;42.264,50
08.03.2021 03:00;08.03.2021 04:00;48.089,25;50.506,75;2.417,50;43.575,00
08.03.2021 04:00;08.03.2021 05:00;49.798,50;51.279,00;1.480,50;45.864,00
08.03.2021 05:00;08.03.2021 06:00;53.143,75;53.309,00;165,25;49.708,50
08.03.2021 06:00;08.03.2021 07:00;60.640,00;60.776,75;136,75;57.541,75
08.03.2021 07:00;08.03.2021 08:00;66.073,50;66.077,50;4,00;61.218,25
08.03.2021 08:00;08.03.2021 09:00;69.237,00;69.240,25;3,25;59.108,75
08.03.2021 09:00;08.03.2021 10:00;70.465,75;70.563,25;97,50;54.635,25
08.03.2021 10:00;08.03.2021 11:00;70.849,75;70.994,00;144,25;49.887,75
08.03.2021 11:00;08.03.2021 12:00;71.447,00;71.643,25;196,25;47.042,00
08.03.2021 12:00;08.03.2021 13:00;71.138,00;71.174,00;36,00;45.821,50
08.03.2021 13:00;08.03.2021 14:00;69.713,50;69.890,25;176,75;45.975,00
08.03.2021 14:00;08.03.2021 15:00;68.189,50;68.615,75;426,25;48.353,50
08.03.2021 15:00;08.03.2021 16:00;67.219,50;67.293,25;73,75;52.797,75
08.03.2021 16:00;08.03.2021 17:00;66.025,00;66.285,75;260,75;57.521,50
08.03.2021 17:00;08.03.2021 18:00;67.021,25;67.039,25;18,00;63.377,75
08.03.2021 18:00;08.03.2021 19:00;70.501,25;70.516,25;15,00;67.540,75
08.03.2021 19:00;08.03.2021 20:00;70.730,50;70.742,50;12,00;66.352,50
08.03.2021 20:00;08.03.2021 21:00;66.551,25;66.571,25;20,00;61.070,25
08.03.2021 21:00;08.03.2021 22:00;62.919,75;62.975,75;56,00;56.799,50
08.03.2021 22:00;08.03.2021 23:00;60.583,00;60.987,50;404,50;54.128,75
08.03.2021 23:00;09.03.2021 00:00;57.996,75;59.638,25;1.641,50;51.465,00
09.03.2021 00:00;09.03.2021 01:00;53.547,75;55.981,00;2.433,25;46.873,75
09.03.2021 01:00;09.03.2021 02:00;52.179,25;55.989,50;3.810,25;45.191,75
09.03.2021 02:00;09.03.2021 03:00;51.333,50;55.668,75;4.335,25;44.316,75
09.03.2021 03:00;09.03.2021 04:00;51.868,75;55.923,25;4.054,50;45.598,75
09.03.2021 04:00;09.03.2021 05:00;53.191,75;56.270,50;3.078,75;47.452,50
09.03.2021 05:00;09.03.2021 06:00;56.494,50;57.706,50;1.212,00;51.002,50
09.03.2021 06:00;09.03.2021 07:00;63.528,00;64.020,25;492,25;57.796,75
09.03.2021 07:00;09.03.2021 08:00;68.571,25;68.681,75;110,50;61.210,50
09.03.2021 08:00;09.03.2021 09:00;71.515,00;71.558,50;43,50;60.393,00
09.03.2021 09:00;09.03.2021 10:00;72.471,75;72.501,25;29,50;57.069,00
09.03.2021 10:00;09.03.2021 11:00;73.024,00;73.078,00;54,00;54.142,25
09.03.2021 11:00;09.03.2021 12:00;74.060,00;74.299,50;239,50;53.121,25
09.03.2021 12:00;09.03.2021 13:00;74.163,00;74.738,75;575,75;53.362,25
09.03.2021 13:00;09.03.2021 14:00;72.405,75;72.718,50;312,75;53.681,25
09.03.2021 14:00;09.03.2021 15:00;70.867,25;71.126,25;259,00;55.655,25
09.03.2021 15:00;09.03.2021 16:00;69.925,50;69.952,75;27,25;59.145,50
09.03.2021 16:00;09.03.2021 17:00;68.598,75;68.619,25;20,50;62.480,25
09.03.2021 17:00;09.03.2021 18:00;69.703,00;69.830,00;127,00;67.019,00
09.03.2021 18:00;09.03.2021 19:00;72.060,00;72.064,00;4,00;70.142,75
09.03.2021 19:00;09.03.2021 20:00;71.719,75;71.720,00;0,25;69.567,00
09.03.2021 20:00;09.03.2021 21:00;67.635,00;67.649,75;14,75;65.186,00
09.03.2021 21:00;09.03.2021 22:00;63.354,50;63.878,50;524,00;60.862,75
09.03.2021 22:00;09.03.2021 23:00;60.101,75;60.474,50;372,75;57.700,25
09.03.2021 23:00;10.03.2021 00:00;56.293,75;56.745,00;451,25;53.865,25
10.03.2021 00:00;10.03.2021 01:00;53.303,75;54.678,00;1.374,25;50.547,50
10.03.2021 01:00;10.03.2021 02:00;51.206,25;53.239,25;2.033,00;48.399,75
10.03.2021 02:00;10.03.2021 03:00;50.587,75;53.868,50;3.280,75;47.828,75
10.03.2021 03:00;10.03.2021 04:00;51.082,50;54.246,25;3.163,75;48.001,25
10.03.2021 04:00;10.03.2021 05:00;52.751,75;54.712,75;1.961,00;49.010,75
10.03.2021 05:00;10.03.2021 06:00;56.408,00;57.277,25;869,25;51.844,50
10.03.2021 06:00;10.03.2021 07:00;63.108,75;63.437,25;328,50;57.561,25
10.03.2021 07:00;10.03.2021 08:00;68.070,00;68.108,75;38,75;59.794,50
10.03.2021 08:00;10.03.2021 09:00;71.087,25;71.115,25;28,00;59.052,75
10.03.2021 09:00;10.03.2021 10:00;71.524,00;71.704,25;180,25;54.766,00
10.03.2021 10:00;10.03.2021 11:00;72.001,00;72.278,50;277,50;51.005,75
10.03.2021 11:00;10.03.2021 12:00;72.660,00;73.008,00;348,00;47.703,75
10.03.2021 12:00;10.03.2021 13:00;72.155,75;72.493,25;337,50;44.592,50
10.03.2021 13:00;10.03.2021 14:00;70.689,00;70.869,25;180,25;42.055,75
10.03.2021 14:00;10.03.2021 15:00;69.852,00;70.807,75;955,75;41.916,75
10.03.2021 15:00;10.03.2021 16:00;68.901,25;69.313,25;412,00;43.513,50
10.03.2021 16:00;10.03.2021 17:00;67.758,75;67.858,25;99,50;46.087,50
10.03.2021 17:00;10.03.2021 18:00;69.004,25;69.045,25;41,00;48.980,75
10.03.2021 18:00;10.03.2021 19:00;72.332,75;72.337,75;5,00;49.988,00
10.03.2021 19:00;10.03.2021 20:00;73.039,00;73.084,75;45,75;46.327,75
10.03.2021 20:00;10.03.2021 21:00;69.597,00;69.989,50;392,50;38.671,25
10.03.2021 21:00;10.03.2021 22:00;66.273,75;67.088,00;814,25;32.145,50
10.03.2021 22:00;10.03.2021 23:00;63.463,25;64.587,25;1.124,00;28.432,00
10.03.2021 23:00;11.03.2021 00:00;59.886,50;62.122,00;2.235,50;23.399,25
11.03.2021 00:00;11.03.2021 01:00;56.752,25;60.493,25;3.741,00;19.367,50
11.03.2021 01:00;11.03.2021 02:00;54.943,00;59.646,50;4.703,50;16.365,75
11.03.2021 02:00;11.03.2021 03:00;53.846,00;58.702,00;4.856,00;14.436,25
11.03.2021 03:00;11.03.2021 04:00;54.206,75;58.947,50;4.740,75;14.144,75
11.03.2021 04:00;11.03.2021 05:00;55.790,50;60.281,75;4.491,25;15.145,25
11.03.2021 05:00;11.03.2021 06:00;59.571,00;62.086,25;2.515,25;17.444,75
11.03.2021 06:00;11.03.2021 07:00;66.083,00;66.915,75;832,75;21.901,25
11.03.2021 07:00;11.03.2021 08:00;71.670,75;71.860,25;189,50;27.775,00
11.03.2021 08:00;11.03.2021 09:00;74.681,75;74.694,00;12,25;30.043,50
11.03.2021 09:00;11.03.2021 10:00;75.121,75;75.254,75;133,00;28.910,00
11.03.2021 10:00;11.03.2021 11:00;75.919,75;76.150,75;231,00;26.869,75
11.03.2021 11:00;11.03.2021 12:00;76.994,00;79.314,50;2.320,50;24.553,25
11.03.2021 12:00;11.03.2021 13:00;77.057,75;80.029,75;2.972,00;21.804,25
11.03.2021 13:00;11.03.2021 14:00;75.179,00;77.871,75;2.692,75;19.684,00
11.03.2021 14:00;11.03.2021 15:00;73.647,25;75.789,00;2.141,75;19.483,75
11.03.2021 15:00;11.03.2021 16:00;72.466,75;74.255,00;1.788,25;19.838,00
11.03.2021 16:00;11.03.2021 17:00;71.645,00;72.881,50;1.236,50;21.971,75
11.03.2021 17:00;11.03.2021 18:00;72.558,25;72.838,25;280,00;27.632,50
11.03.2021 18:00;11.03.2021 19:00;74.857,50;74.871,50;14,00;31.177,75
11.03.2021 19:00;11.03.2021 20:00;74.399,75;74.405,25;5,50;31.851,00
11.03.2021 20:00;11.03.2021 21:00;70.017,25;70.023,25;6,00;29.474,50
11.03.2021 21:00;11.03.2021 22:00;65.701,75;66.276,25;574,50;25.955,25
11.03.2021 22:00;11.03.2021 23:00;62.738,75;63.324,00;585,25;23.930,75
11.03.2021 23:00;12.03.2021 00:00;59.291,50;61.917,25;2.625,75;19.366,25
12.03.2021 00:00;12.03.2021 01:00;56.787,25;60.651,75;3.864,50;16.566,00
12.03.2021 01:00;12.03.2021 02:00;54.560,00;58.568,25;4.008,25;14.096,50
12.03.2021 02:00;12.03.2021 03:00;53.440,75;57.356,50;3.915,75;12.888,75
12.03.2021 03:00;12.03.2021 04:00;54.255,00;58.096,75;3.841,75;13.112,25
12.03.2021 04:00;12.03.2021 05:00;55.826,25;58.531,75;2.705,50;14.670,25
12.03.2021 05:00;12.03.2021 06:00;59.075,50;60.715,00;1.639,50;17.697,00
12.03.2021 06:00;12.03.2021 07:00;65.186,00;66.094,75;908,75;22.897,00
12.03.2021 07:00;12.03.2021 08:00;70.061,00;70.151,50;90,50;27.200,25
12.03.2021 08:00;12.03.2021 09:00;72.660,25;73.044,75;384,50;24.753,25
12.03.2021 09:00;12.03.2021 10:00;73.151,25;74.550,00;1.398,75;18.868,75
12.03.2021 10:00;12.03.2021 11:00;74.154,25;77.088,75;2.934,50;15.800,25
12.03.2021 11:00;12.03.2021 12:00;74.961,50;77.599,50;2.638,00;14.769,25
12.03.2021 12:00;12.03.2021 13:00;74.071,75;77.206,75;3.135,00;13.552,25
12.03.2021 13:00;12.03.2021 14:00;72.032,25;75.670,00;3.637,75;12.813,75
12.03.2021 14:00;12.03.2021 15:00;70.204,00;72.711,75;2.507,75;14.339,50
12.03.2021 15:00;12.03.2021 16:00;69.367,00;71.057,50;1.690,50;17.590,25
12.03.2021 16:00;12.03.2021 17:00;68.538,00;69.900,75;1.362,75;23.746,50
12.03.2021 17:00;12.03.2021 18:00;69.289,75;69.655,50;365,75;30.021,00
12.03.2021 18:00;12.03.2021 19:00;71.381,75;71.476,00;94,25;33.161,00
12.03.2021 19:00;12.03.2021 20:00;71.366,25;71.384,75;18,50;31.899,00
12.03.2021 20:00;12.03.2021 21:00;66.967,50;67.158,00;190,50;26.349,75
12.03.2021 21:00;12.03.2021 22:00;63.428,50;63.999,50;571,00;22.706,00
12.03.2021 22:00;12.03.2021 23:00;60.416,00;60.532,75;116,75;21.531,00
12.03.2021 23:00;13.03.2021 00:00;56.573,00;57.373,75;800,75;17.940,50
13.03.2021 00:00;13.03.2021 01:00;53.446,25;54.292,50;846,25;15.923,25
13.03.2021 01:00;13.03.2021 02:00;51.454,75;52.597,50;1.142,75;14.756,25
13.03.2021 02:00;13.03.2021 03:00;50.704,00;51.711,50;1.007,50;14.252,25
13.03.2021 03:00;13.03.2021 04:00;50.510,75;51.781,75;1.271,00;14.398,25
13.03.2021 04:00;13.03.2021 05:00;50.619,25;52.204,00;1.584,75;14.694,25
13.03.2021 05:00;13.03.2021 06:00;50.874,00;52.517,50;1.643,50;14.418,75
13.03.2021 06:00;13.03.2021 07:00;51.791,00;53.449,75;1.658,75;13.100,00
13.03.2021 07:00;13.03.2021 08:00;54.145,00;56.097,00;1.952,00;12.552,75
13.03.2021 08:00;13.03.2021 09:00;58.396,00;61.053,25;2.657,25;12.386,75
13.03.2021 09:00;13.03.2021 10:00;62.388,25;65.318,75;2.930,50;11.849,00
13.03.2021 10:00;13.03.2021 11:00;64.850,00;68.462,25;3.612,25;11.959,50
13.03.2021 11:00;13.03.2021 12:00;66.207,50;69.917,25;3.709,75;11.353,50
13.03.2021 12:00;13.03.2021 13:00;65.639,50;69.886,25;4.246,75;10.216,00
13.03.2021 13:00;13.03.2021 14:00;63.798,25;68.212,75;4.414,50;10.706,75
13.03.2021 14:00;13.03.2021 15:00;62.052,50;65.252,25;3.199,75;10.196,25
13.03.2021 15:00;13.03.2021 16:00;61.275,75;63.116,25;1.840,50;10.987,00
13.03.2021 16:00;13.03.2021 17:00;60.818,25;62.248,25;1.430,00;12.986,00
13.03.2021 17:00;13.03.2021 18:00;61.539,00;62.710,75;1.171,75;15.823,75
13.03.2021 18:00;13.03.2021 19:00;63.993,25;64.624,00;630,75;19.226,75
13.03.2021 19:00;13.03.2021 20:00;64.360,00;64.607,00;247,00;18.894,75
13.03.2021 20:00;13.03.2021 21:00;60.940,50;61.628,25;687,75;15.885,75
