Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
18.06.2023 08:00;18.06.2023 09:00;40.805,50;42.074,50;1.269,00;22.586,00
18.06.2023 09:00;18.06.2023 10:00;43.244,00;45.138,00;1.894,00;17.291,25
18.06.2023 10:00;18.06.2023 11:00;44.776,00;46.958,50;2.182,50;12.475,50
18.06.2023 11:00;18.06.2023 12:00;45.894,25;48.283,75;2.389,50;9.788,50
18.06.2023 12:00;18.06.2023 13:00;45.952,75;49.013,25;3.060,50;8.360,00
18.06.2023 13:00;18.06.2023 14:00;44.513,00;48.194,00;3.681,00;7.244,00
18.06.2023 14:00;18.06.2023 15:00;44.204,00;48.084,75;3.880,75;9.395,75
18.06.2023 15:00;18.06.2023 16:00;43.855,25;47.103,25;3.248,00;13.128,00
18.06.2023 16:00;18.06.2023 17:00;43.789,75;46.429,00;2.639,25;18.333,50
18.06.2023 17:00;18.06.2023 18:00;45.106,25;47.189,25;2.083,00;26.049,25
18.06.2023 18:00;18.06.2023 19:00;46.257,25;46.601,25;344,00;33.727,75
18.06.2023 19:00;18.06.2023 20:00;46.512,75;46.634,00;121,25;39.015,75
18.06.2023 20:00;18.06.2023 21:00;46.126,50;46.142,50;16,00;40.529,25
18.06.2023 21:00;18.06.2023 22:00;46.125,00;46.255,25;130,25;40.014,00
18.06.2023 22:00;18.06.2023 23:00;45.975,25;46.116,25;141,00;37.492,50
18.06.2023 23:00;19.06.2023 00:00;42.655,25;43.297,50;642,25;31.366,00
19.06.2023 00:00;19.06.2023 01:00;39.004,50;40.155,50;1.151,00;25.640,00
19.06.2023 01:00;19.06.2023 02:00;38.428,00;41.566,50;3.138,50;24.125,00
19.06.2023 02:00;19.06.2023 03:00;37.581,50;40.202,00;2.620,50;22.090,75
19.06.2023 03:00;19.06.2023 04:00;37.243,25;40.950,25;3.707,00;21.494,50
19.06.2023 04:00;19.06.2023 05:00;37.509,25;39.975,25;2.466,00;21.290,00
19.06.2023 05:00;19.06.2023 06:00;40.420,25;42.740,50;2.320,25;23.224,50
19.06.2023 06:00;19.06.2023 07:00;49.577,25;50.174,00;596,75;31.343,00
19.06.2023 07:00;19.06.2023 08:00;55.331,75;55.345,25;13,50;36.522,00
19.06.2023 08:00;19.06.2023 09:00;58.771,00;58.776,50;5,50;38.384,25
19.06.2023 09:00;19.06.2023 10:00;60.668,25;60.671,75;3,50;37.750,00
19.06.2023 10:00;19.06.2023 11:00;61.685,50;61.797,00;111,50;33.833,00
19.06.2023 11:00;19.06.2023 12:00;62.706,75;64.107,25;1.400,50;28.810,00
19.06.2023 12:00;19.06.2023 13:00;61.865,00;64.776,00;2.911,00;23.250,75
19.06.2023 13:00;19.06.2023 14:00;61.375,00;65.235,75;3.860,75;20.622,25
19.06.2023 14:00;19.06.2023 15:00;60.532,50;64.699,50;4.167,00;20.185,25
19.06.2023 15:00;19.06.2023 16:00;59.289,25;62.184,00;2.894,75;22.060,00
19.06.2023 16:00;19.06.2023 17:00;58.255,00;60.375,25;2.120,25;26.017,50
19.06.2023 17:00;19.06.2023 18:00;58.334,00;59.035,75;701,75;31.931,75
19.06.2023 18:00;19.06.2023 19:00;58.154,75;58.352,50;197,75;39.543,00
19.06.2023 19:00;19.06.2023 20:00;57.942,00;57.943,75;1,75;46.618,75
19.06.2023 20:00;19.06.2023 21:00;55.955,25;55.956,75;1,50;49.416,00
19.06.2023 21:00;19.06.2023 22:00;53.704,25;53.709,50;5,25;49.172,00
19.06.2023 22:00;19.06.2023 23:00;51.023,75;51.031,00;7,25;46.798,00
19.06.2023 23:00;20.06.2023 00:00;47.467,75;47.498,75;31,00;42.822,50
20.06.2023 00:00;20.06.2023 01:00;44.760,50;45.030,25;269,75;39.864,50
20.06.2023 01:00;20.06.2023 02:00;43.268,75;43.934,25;665,50;38.084,00
20.06.2023 02:00;20.06.2023 03:00;42.607,00;43.680,50;1.073,50;37.436,25
20.06.2023 03:00;20.06.2023 04:00;42.050,00;44.339,50;2.289,50;36.665,25
20.06.2023 04:00;20.06.2023 05:00;42.960,25;45.616,25;2.656,00;36.935,00
20.06.2023 05:00;20.06.2023 06:00;45.104,00;45.928,50;824,50;38.877,75
20.06.2023 06:00;20.06.2023 07:00;52.131,75;52.279,25;147,50;44.424,75
20.06.2023 07:00;20.06.2023 08:00;57.398,50;57.413,00;14,50;47.268,50
20.06.2023 08:00;20.06.2023 09:00;60.860,75;60.870,00;9,25;46.447,50
20.06.2023 09:00;20.06.2023 10:00;61.113,50;61.444,25;330,75;40.495,25
20.06.2023 10:00;20.06.2023 11:00;61.604,00;62.127,00;523,00;35.078,50
20.06.2023 11:00;20.06.2023 12:00;62.635,50;63.450,75;815,25;31.074,50
20.06.2023 12:00;20.06.2023 13:00;61.872,25;64.377,50;2.505,25;26.691,00
20.06.2023 13:00;20.06.2023 14:00;61.984,25;65.030,00;3.045,75;24.966,25
20.06.2023 14:00;20.06.2023 15:00;61.758,75;65.048,25;3.289,50;24.444,75
20.06.2023 15:00;20.06.2023 16:00;60.904,75;63.720,75;2.816,00;25.778,50
20.06.2023 16:00;20.06.2023 17:00;60.417,25;62.620,50;2.203,25;29.334,00
20.06.2023 17:00;20.06.2023 18:00;60.133,75;60.763,00;629,25;34.530,00
20.06.2023 18:00;20.06.2023 19:00;59.529,25;59.539,75;10,50;40.081,25
20.06.2023 19:00;20.06.2023 20:00;58.951,25;58.953,00;1,75;44.281,50
20.06.2023 20:00;20.06.2023 21:00;55.910,00;55.912,75;2,75;43.219,75
20.06.2023 21:00;20.06.2023 22:00;53.990,75;54.097,00;106,25;41.661,50
20.06.2023 22:00;20.06.2023 23:00;50.992,50;51.031,00;38,50;38.890,75
20.06.2023 23:00;21.06.2023 00:00;47.952,75;48.482,50;529,75;36.532,50
21.06.2023 00:00;21.06.2023 01:00;45.310,00;45.929,50;619,50;35.998,50
21.06.2023 01:00;21.06.2023 02:00;44.326,50;45.321,50;995,00;36.545,00
21.06.2023 02:00;21.06.2023 03:00;42.969,00;45.033,25;2.064,25;35.574,25
21.06.2023 03:00;21.06.2023 04:00;43.076,75;45.840,25;2.763,50;35.075,75
21.06.2023 04:00;21.06.2023 05:00;43.881,25;46.937,50;3.056,25;34.869,75
21.06.2023 05:00;21.06.2023 06:00;45.806,75;48.261,00;2.454,25;35.131,25
21.06.2023 06:00;21.06.2023 07:00;52.756,75;54.082,00;1.325,25;38.782,25
21.06.2023 07:00;21.06.2023 08:00;57.673,00;57.733,75;60,75;40.014,00
21.06.2023 08:00;21.06.2023 09:00;60.646,25;60.810,75;164,50;37.627,75
21.06.2023 09:00;21.06.2023 10:00;61.971,50;62.489,75;518,25;31.910,00
21.06.2023 10:00;21.06.2023 11:00;62.904,25;63.885,00;980,75;27.194,25
21.06.2023 11:00;21.06.2023 12:00;64.625,50;65.769,25;1.143,75;26.565,25
21.06.2023 12:00;21.06.2023 13:00;64.829,25;66.025,75;1.196,50;25.697,50
21.06.2023 13:00;21.06.2023 14:00;63.050,75;64.375,75;1.325,00;24.599,75
21.06.2023 14:00;21.06.2023 15:00;62.043,50;64.620,50;2.577,00;24.004,25
21.06.2023 15:00;21.06.2023 16:00;61.427,00;64.134,50;2.707,50;25.716,75
21.06.2023 16:00;21.06.2023 17:00;59.997,00;62.331,75;2.334,75;27.826,25
21.06.2023 17:00;21.06.2023 18:00;59.961,25;60.941,50;980,25;34.004,75
21.06.2023 18:00;21.06.2023 19:00;59.195,25;59.283,25;88,00;41.565,25
21.06.2023 19:00;21.06.2023 20:00;58.651,75;58.659,75;8,00;48.239,00
21.06.2023 20:00;21.06.2023 21:00;56.428,25;56.431,75;3,50;50.896,00
21.06.2023 21:00;21.06.2023 22:00;53.907,25;53.926,75;19,50;50.030,50
21.06.2023 22:00;21.06.2023 23:00;51.813,00;51.866,50;53,50;48.179,75
21.06.2023 23:00;22.06.2023 00:00;48.080,00;48.087,50;7,50;44.384,00
22.06.2023 00:00;22.06.2023 01:00;45.067,75;45.130,75;63,00;41.416,50
22.06.2023 01:00;22.06.2023 02:00;43.070,25;43.197,00;126,75;39.539,00
22.06.2023 02:00;22.06.2023 03:00;42.249,75;43.042,75;793,00;39.033,00
22.06.2023 03:00;22.06.2023 04:00;42.527,00;44.217,25;1.690,25;39.366,25
22.06.2023 04:00;22.06.2023 05:00;43.196,50;44.486,00;1.289,50;39.352,50
22.06.2023 05:00;22.06.2023 06:00;45.468,75;46.103,75;635,00;40.346,25
22.06.2023 06:00;22.06.2023 07:00;51.715,50;51.864,50;149,00;43.855,75
22.06.2023 07:00;22.06.2023 08:00;56.854,50;56.933,25;78,75;44.854,50
22.06.2023 08:00;22.06.2023 09:00;60.375,00;60.549,75;174,75;43.221,75
22.06.2023 09:00;22.06.2023 10:00;61.377,00;61.904,50;527,50;36.929,00
22.06.2023 10:00;22.06.2023 11:00;62.164,00;63.754,25;1.590,25;31.660,00
22.06.2023 11:00;22.06.2023 12:00;63.577,25;64.794,25;1.217,00;29.478,50
22.06.2023 12:00;22.06.2023 13:00;63.696,50;65.547,50;1.851,00;28.771,75
22.06.2023 13:00;22.06.2023 14:00;62.957,25;65.129,50;2.172,25;29.330,25
22.06.2023 14:00;22.06.2023 15:00;61.515,75;63.569,00;2.053,25;30.157,00
22.06.2023 15:00;22.06.2023 16:00;60.513,00;62.973,50;2.460,50;30.286,00
22.06.2023 16:00;22.06.2023 17:00;59.019,50;60.615,50;1.596,00;29.578,50
22.06.2023 17:00;22.06.2023 18:00;59.373,50;60.479,75;1.106,25;31.618,00
22.06.2023 18:00;22.06.2023 19:00;59.188,50;59.341,00;152,50;35.176,00
22.06.2023 19:00;22.06.2023 20:00;58.051,50;58.056,00;4,50;37.030,25
22.06.2023 20:00;22.06.2023 21:00;54.455,25;54.461,00;5,75;35.103,00
22.06.2023 21:00;22.06.2023 22:00;51.717,50;51.938,50;221,00;31.574,75
22.06.2023 22:00;22.06.2023 23:00;49.636,00;49.753,50;117,50;28.496,00
22.06.2023 23:00;23.06.2023 00:00;46.695,00;46.912,50;217,50;25.232,25
23.06.2023 00:00;23.06.2023 01:00;45.089,25;45.260,25;171,00;23.699,75
23.06.2023 01:00;23.06.2023 02:00;42.886,25;43.088,75;202,50;22.547,75
23.06.2023 02:00;23.06.2023 03:00;41.639,25;42.272,25;633,00;22.187,50
23.06.2023 03:00;23.06.2023 04:00;41.501,75;42.922,25;1.420,50;22.534,25
23.06.2023 04:00;23.06.2023 05:00;41.705,75;43.122,25;1.416,50;23.434,25
23.06.2023 05:00;23.06.2023 06:00;44.048,00;44.783,25;735,25;25.947,75
23.06.2023 06:00;23.06.2023 07:00;50.922,50;51.182,50;260,00;31.773,75
23.06.2023 07:00;23.06.2023 08:00;56.226,25;56.230,50;4,25;36.517,00
23.06.2023 08:00;23.06.2023 09:00;59.181,50;59.183,00;1,50;38.036,25
23.06.2023 09:00;23.06.2023 10:00;60.016,00;60.302,25;286,25;36.071,50
23.06.2023 10:00;23.06.2023 11:00;60.881,00;61.416,00;535,00;33.574,25
23.06.2023 11:00;23.06.2023 12:00;61.389,50;62.076,50;687,00;31.230,00
23.06.2023 12:00;23.06.2023 13:00;60.797,50;62.771,00;1.973,50;27.872,25
23.06.2023 13:00;23.06.2023 14:00;59.512,00;62.907,25;3.395,25;24.953,50
23.06.2023 14:00;23.06.2023 15:00;57.812,50;61.142,00;3.329,50;23.716,75
23.06.2023 15:00;23.06.2023 16:00;56.857,25;60.159,50;3.302,25;23.187,25
23.06.2023 16:00;23.06.2023 17:00;56.144,50;59.259,25;3.114,75;24.387,50
23.06.2023 17:00;23.06.2023 18:00;56.074,75;57.258,00;1.183,25;28.308,25
23.06.2023 18:00;23.06.2023 19:00;55.904,00;56.259,00;355,00;33.257,50
23.06.2023 19:00;23.06.2023 20:00;54.892,75;54.941,50;48,75;38.730,00
23.06.2023 20:00;23.06.2023 21:00;52.286,00;52.290,50;4,50;41.927,00
23.06.2023 21:00;23.06.2023 22:00;49.819,75;49.822,50;2,75;42.753,00
23.06.2023 22:00;23.06.2023 23:00;47.763,00;47.767,50;4,50;41.716,25
23.06.2023 23:00;24.06.2023 00:00;44.597,75;44.640,50;42,75;38.582,75
24.06.2023 00:00;24.06.2023 01:00;42.094,25;42.427,25;333,00;36.327,00
24.06.2023 01:00;24.06.2023 02:00;39.964,00;40.320,50;356,50;34.475,50
24.06.2023 02:00;24.06.2023 03:00;38.296,00;38.485,50;189,50;33.098,00
24.06.2023 03:00;24.06.2023 04:00;37.416,25;37.559,00;142,75;32.495,25
24.06.2023 04:00;24.06.2023 05:00;37.129,00;37.229,50;100,50;32.426,75
24.06.2023 05:00;24.06.2023 06:00;37.165,75;37.352,50;186,75;32.228,50
24.06.2023 06:00;24.06.2023 07:00;39.144,75;39.164,50;19,75;32.412,50
24.06.2023 07:00;24.06.2023 08:00;41.907,00;42.173,50;266,50;30.842,50
24.06.2023 08:00;24.06.2023 09:00;45.473,00;46.376,25;903,25;27.495,50
24.06.2023 09:00;24.06.2023 10:00;47.453,50;48.586,00;1.132,50;21.544,00
24.06.2023 10:00;24.06.2023 11:00;49.006,25;51.238,00;2.231,75;15.756,25
24.06.2023 11:00;24.06.2023 12:00;50.126,25;53.624,25;3.498,00;11.701,00
24.06.2023 12:00;24.06.2023 13:00;49.648,25;53.613,50;3.965,25;9.012,00
24.06.2023 13:00;24.06.2023 14:00;48.344,25;52.297,25;3.953,00;7.127,50
24.06.2023 14:00;24.06.2023 15:00;47.028,50;51.046,75;4.018,25;7.060,75
24.06.2023 15:00;24.06.2023 16:00;46.413,75;49.762,25;3.348,50;9.664,50
24.06.2023 16:00;24.06.2023 17:00;46.208,75;48.756,00;2.547,25;14.689,75
24.06.2023 17:00;24.06.2023 18:00;46.557,75;47.798,00;1.240,25;22.480,00
24.06.2023 18:00;24.06.2023 19:00;46.648,25;47.026,50;378,25;31.152,75
24.06.2023 19:00;24.06.2023 20:00;46.005,75;46.041,75;36,00;38.105,00
24.06.2023 20:00;24.06.2023 21:00;44.659,25;44.664,75;5,50;41.394,75
24.06.2023 21:00;24.06.2023 22:00;42.973,25;42.978,00;4,75;41.548,50
24.06.2023 22:00;24.06.2023 23:00;42.017,25;42.022,50;5,25;40.822,25
24.06.2023 23:00;25.06.2023 00:00;39.838,75;39.859,75;21,00;38.402,00
25.06.2023 00:00;25.06.2023 01:00;37.486,50;37.671,75;185,25;35.808,50
25.06.2023 01:00;25.06.2023 02:00;35.534,75;35.817,50;282,75;33.763,50
25.06.2023 02:00;25.06.2023 03:00;34.379,75;34.497,00;117,25;32.558,50
25.06.2023 03:00;25.06.2023 04:00;33.905,00;34.093,75;188,75;31.996,50
25.06.2023 04:00;25.06.2023 05:00;33.569,75;33.756,25;186,50;31.554,00
25.06.2023 05:00;25.06.2023 06:00;33.121,00;33.387,75;266,75;30.415,75
25.06.2023 06:00;25.06.2023 07:00;34.403,00;34.901,75;498,75;29.172,75
25.06.2023 07:00;25.06.2023 08:00;37.083,75;37.910,00;826,25;26.503,00
25.06.2023 08:00;25.06.2023 09:00;40.182,00;41.759,75;1.577,75;22.197,25
25.06.2023 09:00;25.06.2023 10:00;42.422,75;44.413,50;1.990,75;16.398,25
25.06.2023 10:00;25.06.2023 11:00;44.146,00;46.628,25;2.482,25;11.589,75
25.06.2023 11:00;25.06.2023 12:00;45.576,25;49.455,00;3.878,75;8.757,75
25.06.2023 12:00;25.06.2023 13:00;45.339,50;49.097,50;3.758,00;6.674,00
25.06.2023 13:00;25.06.2023 14:00;44.113,50;48.071,25;3.957,75;5.477,25
25.06.2023 14:00;25.06.2023 15:00;42.939,50;47.023,75;4.084,25;6.131,75
25.06.2023 15:00;25.06.2023 16:00;42.160,75;45.730,00;3.569,25;8.293,50
25.06.2023 16:00;25.06.2023 17:00;41.865,75;44.599,75;2.734,00;12.561,50
25.06.2023 17:00;25.06.2023 18:00;43.380,75;45.414,00;2.033,25;20.042,25
25.06.2023 18:00;25.06.2023 19:00;44.802,75;45.019,25;216,50;29.073,00
25.06.2023 19:00;25.06.2023 20:00;46.485,00;46.527,50;42,50;38.002,75
25.06.2023 20:00;25.06.2023 21:00;46.092,25;46.094,25;2,00;41.367,75
25.06.2023 21:00;25.06.2023 22:00;45.358,00;45.359,00;1,00;41.107,25
25.06.2023 22:00;25.06.2023 23:00;45.724,50;45.737,75;13,25;39.959,00
25.06.2023 23:00;26.06.2023 00:00;42.570,00;42.787,00;217,00;34.786,50
26.06.2023 00:00;26.06.2023 01:00;39.548,00;39.835,25;287,25;30.104,75
26.06.2023 01:00;26.06.2023 02:00;38.343,25;38.976,50;633,25;27.779,50
26.06.2023 02:00;26.06.2023 03:00;37.593,25;38.614,25;1.021,00;25.774,75
26.06.2023 03:00;26.06.2023 04:00;37.825,50;39.762,00;1.936,50;24.529,25
26.06.2023 04:00;26.06.2023 05:00;38.889,00;40.350,25;1.461,25;24.608,75
26.06.2023 05:00;26.06.2023 06:00;41.943,00;43.053,25;1.110,25;27.787,25
26.06.2023 06:00;26.06.2023 07:00;49.455,50;49.535,50;80,00;33.116,25
26.06.2023 07:00;26.06.2023 08:00;55.010,50;55.023,75;13,25;33.804,25
26.06.2023 08:00;26.06.2023 09:00;58.807,00;59.757,50;950,50;30.337,50
26.06.2023 09:00;26.06.2023 10:00;60.643,25;62.749,25;2.106,00;23.405,00
26.06.2023 10:00;26.06.2023 11:00;61.893,25;64.171,75;2.278,50;15.845,25
26.06.2023 11:00;26.06.2023 12:00;62.268,50;64.876,25;2.607,75;11.965,50
26.06.2023 12:00;26.06.2023 13:00;62.101,50;64.709,25;2.607,75;7.200,25
26.06.2023 13:00;26.06.2023 14:00;61.719,00;64.944,75;3.225,75;5.860,75
26.06.2023 14:00;26.06.2023 15:00;60.807,50;64.579,25;3.771,75;3.778,75
26.06.2023 15:00;26.06.2023 16:00;59.955,00;63.515,25;3.560,25;4.963,75
26.06.2023 16:00;26.06.2023 17:00;58.965,50;62.101,25;3.135,75;7.554,75
26.06.2023 17:00;26.06.2023 18:00;58.988,25;60.979,75;1.991,50;12.819,00
26.06.2023 18:00;26.06.2023 19:00;58.455,00;59.216,00;761,00;19.137,50
26.06.2023 19:00;26.06.2023 20:00;57.554,75;57.748,25;193,50;26.452,25
26.06.2023 20:00;26.06.2023 21:00;56.256,75;56.262,75;6,00;31.386,75
26.06.2023 21:00;26.06.2023 22:00;54.259,00;54.266,25;7,25;32.815,00
26.06.2023 22:00;26.06.2023 23:00;52.248,00;52.257,75;9,75;33.100,00
26.06.2023 23:00;27.06.2023 00:00;48.410,00;48.587,00;177,00;29.596,50
27.06.2023 00:00;27.06.2023 01:00;46.078,75;47.250,25;1.171,50;26.483,50
27.06.2023 01:00;27.06.2023 02:00;43.776,00;45.120,50;1.344,50;25.571,75
27.06.2023 02:00;27.06.2023 03:00;42.798,75;44.732,75;1.934,00;25.262,50
27.06.2023 03:00;27.06.2023 04:00;42.912,50;45.634,25;2.721,75;26.023,75
27.06.2023 04:00;27.06.2023 05:00;43.536,00;45.520,75;1.984,75;26.857,75
27.06.2023 05:00;27.06.2023 06:00;45.501,00;46.467,00;966,00;29.343,50
27.06.2023 06:00;27.06.2023 07:00;52.443,75;52.778,75;335,00;35.670,75
27.06.2023 07:00;27.06.2023 08:00;56.911,50;56.919,00;7,50;37.895,75
27.06.2023 08:00;27.06.2023 09:00;59.277,25;59.321,25;44,00;33.877,75
27.06.2023 09:00;27.06.2023 10:00;59.695,00;60.206,00;511,00;25.171,50
27.06.2023 10:00;27.06.2023 11:00;60.186,50;61.487,50;1.301,00;18.627,75
27.06.2023 11:00;27.06.2023 12:00;61.501,75;62.895,75;1.394,00;16.921,75
27.06.2023 12:00;27.06.2023 13:00;60.409,00;61.872,25;1.463,25;14.895,75
27.06.2023 13:00;27.06.2023 14:00;59.639,00;63.166,75;3.527,75;12.730,50
27.06.2023 14:00;27.06.2023 15:00;58.695,75;62.880,25;4.184,50;12.255,75
27.06.2023 15:00;27.06.2023 16:00;58.202,50;61.641,00;3.438,50;13.484,25
27.06.2023 16:00;27.06.2023 17:00;56.842,50;58.938,00;2.095,50;16.066,75
27.06.2023 17:00;27.06.2023 18:00;57.968,50;58.607,00;638,50;23.524,25
27.06.2023 18:00;27.06.2023 19:00;58.177,25;58.397,75;220,50;29.504,50
27.06.2023 19:00;27.06.2023 20:00;57.627,50;57.706,00;78,50;36.295,50
27.06.2023 20:00;27.06.2023 21:00;55.998,25;56.005,75;7,50;40.083,75
27.06.2023 21:00;27.06.2023 22:00;54.063,25;54.112,00;48,75;40.614,25
27.06.2023 22:00;27.06.2023 23:00;51.951,25;52.023,75;72,50;39.256,75
27.06.2023 23:00;28.06.2023 00:00;48.993,50;50.347,75;1.354,25;36.623,50
28.06.2023 00:00;28.06.2023 01:00;45.397,75;46.012,50;614,75;33.261,50
28.06.2023 01:00;28.06.2023 02:00;43.418,75;45.407,50;1.988,75;31.488,75
28.06.2023 02:00;28.06.2023 03:00;42.824,75;45.587,50;2.762,75;31.113,50
28.06.2023 03:00;28.06.2023 04:00;42.929,75;45.571,25;2.641,50;31.156,75
28.06.2023 04:00;28.06.2023 05:00;43.366,00;45.327,75;1.961,75;32.126,00
28.06.2023 05:00;28.06.2023 06:00;45.881,50;46.951,50;1.070,00;35.230,75
28.06.2023 06:00;28.06.2023 07:00;52.780,25;53.045,50;265,25;41.664,00
28.06.2023 07:00;28.06.2023 08:00;57.766,25;57.775,25;9,00;44.115,75
28.06.2023 08:00;28.06.2023 09:00;60.158,00;60.302,25;144,25;41.071,25
28.06.2023 09:00;28.06.2023 10:00;60.384,25;60.756,75;372,50;35.561,75
28.06.2023 10:00;28.06.2023 11:00;60.763,00;61.555,25;792,25;30.759,25
28.06.2023 11:00;28.06.2023 12:00;61.562,75;63.604,00;2.041,25;27.950,00
28.06.2023 12:00;28.06.2023 13:00;60.792,00;63.384,25;2.592,25;25.247,00
28.06.2023 13:00;28.06.2023 14:00;59.566,25;62.480,50;2.914,25;23.438,00
28.06.2023 14:00;28.06.2023 15:00;58.487,25;60.969,75;2.482,50;23.193,50
28.06.2023 15:00;28.06.2023 16:00;57.622,25;59.675,75;2.053,50;24.501,00
28.06.2023 16:00;28.06.2023 17:00;56.849,25;58.583,75;1.734,50;27.549,75
28.06.2023 17:00;28.06.2023 18:00;56.885,25;57.588,25;703,00;33.178,00
28.06.2023 18:00;28.06.2023 19:00;56.527,75;56.662,00;134,25;40.419,00
28.06.2023 19:00;28.06.2023 20:00;56.030,50;56.038,00;7,50;47.242,00
28.06.2023 20:00;28.06.2023 21:00;53.920,00;53.928,75;8,75;49.619,50
28.06.2023 21:00;28.06.2023 22:00;51.822,50;51.832,75;10,25;49.303,75
28.06.2023 22:00;28.06.2023 23:00;49.804,75;49.827,50;22,75;47.549,00
28.06.2023 23:00;29.06.2023 00:00;46.721,00;47.053,25;332,25;44.554,00
29.06.2023 00:00;29.06.2023 01:00;44.021,00;44.150,00;129,00;41.794,75
29.06.2023 01:00;29.06.2023 02:00;42.271,00;42.585,75;314,75;39.988,50
29.06.2023 02:00;29.06.2023 03:00;41.165,25;42.549,50;1.384,25;39.066,50
29.06.2023 03:00;29.06.2023 04:00;40.979,50;42.385,00;1.405,50;39.290,25
29.06.2023 04:00;29.06.2023 05:00;41.751,00;43.140,00;1.389,00;39.879,00
29.06.2023 05:00;29.06.2023 06:00;44.120,00;44.795,00;675,00;41.269,50
29.06.2023 06:00;29.06.2023 07:00;50.990,75;51.080,75;90,00;45.465,00
29.06.2023 07:00;29.06.2023 08:00;56.235,50;56.336,50;101,00;45.877,25
29.06.2023 08:00;29.06.2023 09:00;59.446,50;59.448,50;2,00;43.262,50
29.06.2023 09:00;29.06.2023 10:00;60.948,25;61.373,75;425,50;38.464,25
29.06.2023 10:00;29.06.2023 11:00;61.522,50;62.686,00;1.163,50;34.148,75
29.06.2023 11:00;29.06.2023 12:00;62.145,75;63.563,25;1.417,50;31.647,50
29.06.2023 12:00;29.06.2023 13:00;62.073,75;63.926,00;1.852,25;30.142,75
29.06.2023 13:00;29.06.2023 14:00;61.859,00;64.606,00;2.747,00;30.938,00
29.06.2023 14:00;29.06.2023 15:00;60.318,00;62.623,00;2.305,00;31.607,75
29.06.2023 15:00;29.06.2023 16:00;59.131,75;61.550,00;2.418,25;33.407,25
29.06.2023 16:00;29.06.2023 17:00;58.426,25;59.962,00;1.535,75;36.671,25
29.06.2023 17:00;29.06.2023 18:00;58.341,50;58.883,25;541,75;41.027,00
29.06.2023 18:00;29.06.2023 19:00;58.232,00;58.641,50;409,50;44.965,50
29.06.2023 19:00;29.06.2023 20:00;57.317,25;57.445,50;128,25;48.538,00
29.06.2023 20:00;29.06.2023 21:00;55.338,50;55.590,75;252,25;49.138,75
29.06.2023 21:00;29.06.2023 22:00;52.875,50;52.991,25;115,75;48.069,50
29.06.2023 22:00;29.06.2023 23:00;50.530,25;50.695,75;165,50;46.153,50
29.06.2023 23:00;30.06.2023 00:00;47.291,75;47.676,25;384,50;42.951,00
30.06.2023 00:00;30.06.2023 01:00;44.416,75;44.592,00;175,25;40.419,25
30.06.2023 01:00;30.06.2023 02:00;42.856,00;43.121,00;265,00;39.075,50
30.06.2023 02:00;30.06.2023 03:00;41.745,25;42.762,75;1.017,50;37.932,50
30.06.2023 03:00;30.06.2023 04:00;42.223,00;43.986,75;1.763,75;38.207,50
30.06.2023 04:00;30.06.2023 05:00;42.772,75;44.415,25;1.642,50;38.744,50
30.06.2023 05:00;30.06.2023 06:00;45.013,00;45.898,25;885,25;40.823,25
30.06.2023 06:00;30.06.2023 07:00;51.640,25;51.859,50;219,25;46.371,50
30.06.2023 07:00;30.06.2023 08:00;56.858,00;56.870,25;12,25;49.337,00
30.06.2023 08:00;30.06.2023 09:00;59.466,50;59.480,25;13,75;48.951,50
30.06.2023 09:00;30.06.2023 10:00;60.283,25;60.312,25;29,00;45.914,00
30.06.2023 10:00;30.06.2023 11:00;61.062,75;61.082,75;20,00;43.561,75
30.06.2023 11:00;30.06.2023 12:00;61.655,75;61.725,00;69,25;41.525,00
30.06.2023 12:00;30.06.2023 13:00;60.504,25;61.240,75;736,50;37.693,00
30.06.2023 13:00;30.06.2023 14:00;58.952,75;60.478,50;1.525,75;34.091,25
30.06.2023 14:00;30.06.2023 15:00;56.976,25;59.145,00;2.168,75;31.069,75
30.06.2023 15:00;30.06.2023 16:00;56.237,50;58.978,00;2.740,50;30.550,25
30.06.2023 16:00;30.06.2023 17:00;55.647,50;57.555,75;1.908,25;32.725,75
30.06.2023 17:00;30.06.2023 18:00;55.444,50;55.776,50;332,00;37.073,00
30.06.2023 18:00;30.06.2023 19:00;55.249,50;55.368,25;118,75;42.501,25
30.06.2023 19:00;30.06.2023 20:00;54.093,25;54.111,75;18,50;46.394,75
30.06.2023 20:00;30.06.2023 21:00;51.827,75;51.843,50;15,75;47.184,50
30.06.2023 21:00;30.06.2023 22:00;49.404,50;49.560,75;156,25;44.712,00
30.06.2023 22:00;30.06.2023 23:00;47.287,25;47.435,50;148,25;41.809,00
30.06.2023 23:00;01.07.2023 00:00;44.180,25;44.603,75;423,50;36.681,00
01.07.2023 00:00;01.07.2023 01:00;41.299,50;41.662,00;362,50;32.320,25
01.07.2023 01:00;01.07.2023 02:00;39.265,75;39.530,00;264,25;28.305,00
01.07.2023 02:00;01.07.2023 03:00;38.016,00;38.551,25;535,25;24.622,00
01.07.2023 03:00;01.07.2023 04:00;37.417,75;38.007,75;590,00;22.449,50
01.07.2023 04:00;01.07.2023 05:00;37.484,50;38.470,25;985,75;20.691,25
